"soort_id","euring_code","soort_naam","engelse_naam","jaar","basisjaar","basisjaar_toelichting","trim_index","trim_se","index_100","model_config","model_overdispersion","model_serial_correlation","model_warnings"
5,720,"Aalscholver","Cormorant",2021,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",5.48333333333333,0.641846471999651,548.333333333333,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2022,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",4.30382342494149,0.523442020350797,430.382342494149,"model2_basis",FALSE,FALSE,NA
7,950,"Roerdomp","bittern",2006,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1,0,100,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2007,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1,1.18265125071567,100,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2008,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1.21999999999993,1.4441348658899,121.999999999993,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2009,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",2,2.04841205387441,200,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2010,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",2,2.04841205387441,200,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2011,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",4,3.73987162990832,400,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2012,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",4,3.73987162990832,400,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2013,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",2,2.04841205387441,200,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2014,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",4,3.73987162990832,400,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2015,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",4,3.73987162990832,400,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2016,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",7,6.25800219422625,700,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2017,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",7,6.25800219422625,700,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2018,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",3,2.89689210791771,300,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2019,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",8,7.09590750429394,800,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2020,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",5,4.58038859839312,500,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2021,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",7,6.25800219422625,700,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
7,950,"Roerdomp","bittern",2022,2006,"index_100 = eerste analysejaar vanaf eerste positieve jaar",6.09999999999967,5.59646518135007,609.999999999967,"model3_overdisp",TRUE,FALSE,"Overdispersion 0.7 <1; consider setting overdisp=FALSE"
